carid,brand,serial,model,mileage,color,cityId,carCode,transferCount,seatings,country,maketype,modelyear,displacement,gearbox,oiltype,newprice,anonymousFeature1,anonymousFeature2,anonymousFeature3,anonymousFeature5,anonymousFeature6,anonymousFeature14,price,tradeTime_year,tradeTime_month,tradeTime_day,registerDate_year,registerDate_month,registerDate_day,length,width,high
19518,16,290,528,18.49,5,14,1.0,0,5,779415.0,2.0,2007.0,2.0,21.0,1,18.98,1.0,6,2,18,2,2,2.88,2020,5,13,2007,10,1,4670.0,1780.0,1435.0
34977,8,116,142,8.19,3,1,1.0,1,5,779412.0,2.0,2016.0,1.4,16.0,1,16.69,1.0,2,2,8,3,1,9.8,2021,6,14,2017,3,1,4348.0,1807.0,1574.0
58189,5,31,34,3.46,3,1,1.0,0,7,779416.0,2.0,2014.0,2.4,3.0,1,20.9,1.0,10,2,5,6,1,10.9,2021,6,5,2015,9,1,5213.0,1847.0,1750.0
10569,18,132,2836,3.27,6,1,2.0,2,4,779412.0,3.0,2011.0,3.0,13.0,1,105.5,1.0,11,2,20,8,1,29.8,2021,2,28,2011,5,1,4877.0,1983.0,1690.0
73511,23,793,12619,5.1,1,1,1.0,0,5,779419.0,2.0,2015.0,1.6,3.0,1,14.28,1.0,1,2,25,1,1,8.6,2020,8,29,2016,10,1,4270.0,1780.0,1627.0
53287,47,813,9695,7.25,4,7,1.0,0,5,779414.0,2.0,2017.0,1.6,3.0,1,16.97,1.0,5,2,51,1,1,9.9799,2021,2,19,2017,12,1,4510.0,1860.0,1705.0
34903,3,194,1270,10.08,4,18,2.0,1,5,779416.0,2.0,2013.0,1.5,32.0,1,9.89,1.0,4,2,3,3,2,4.15,2020,6,14,2014,5,1,3970.0,1722.0,1470.0
3973,18,33,1739,5.89,1,1,2.0,0,5,779412.0,2.0,2013.0,2.0,13.0,1,39.9,1.0,6,2,23,2,1,15.98,2021,3,25,2013,1,1,4734.0,1811.0,1455.0
30249,13,978,6068,5.27,3,7,1.0,1,4,779416.0,3.0,2017.0,2.0,13.0,1,39.99,1.0,13,2,97,7,1,26.2,2020,12,27,2016,3,1,4786.0,1897.0,1356.0
8750,3,261,440,16.63,2,5,2.0,0,5,779416.0,3.0,2013.0,1.6,3.0,1,21.78,1.0,5,2,3,1,1,6.58,2020,10,22,2013,9,1,4524.0,1838.0,1685.0
48982,7,113,170,1.85,2,16,1.0,0,5,779415.0,2.0,2019.0,1.6,11.0,1,10.86,1.0,2,7,7,2,2,8.98,2021,1,23,2020,1,1,4631.0,1760.0,1503.0
40033,18,136,173,8.71,1,7,1.0,0,5,779412.0,2.0,2014.0,2.0,13.0,1,31.9,1.0,5,2,23,1,1,13.38,2021,5,13,2014,7,1,4484.0,1798.0,1577.0
21862,5,5,665,2.07,5,7,2.0,0,5,779416.0,2.0,2013.0,1.5,6.0,1,8.69,1.0,2,2,5,2,2,3.95,2020,8,8,2015,2,1,4515.0,1725.0,1445.0
15531,20,127,3653,4.54,1,1,1.0,0,5,779412.0,2.0,2017.0,1.6,15.0,1,32.58,1.0,6,2,21,2,1,22.0,2021,6,25,2016,11,1,4783.0,1810.0,1442.0
42423,11,320,7996,12.19,1,18,2.0,0,4,779412.0,3.0,2010.0,2.0,2.0,1,59.8,1.0,6,2,39,13,2,16.98,2020,11,7,2011,3,1,4625.0,1854.0,1383.0
11592,3,137,3030,7.84,5,7,2.0,0,5,779416.0,2.0,2012.0,1.8,17.0,1,10.98,1.0,2,2,3,3,3,3.75,2020,10,9,2012,8,1,4342.0,1840.0,1500.0
6262,18,653,2136,9.32,7,17,2.0,1,5,779412.0,3.0,2010.0,3.0,13.0,1,88.0,1.0,8,2,20,4,1,24.58,2021,3,13,2011,12,1,4998.0,1901.0,1559.0
45922,8,208,8544,2.3,5,1,1.0,0,5,779412.0,2.0,2017.0,1.6,3.0,1,14.49,1.0,2,2,8,3,1,9.88,2021,6,1,2017,8,1,4255.0,1799.0,1452.0
24284,42,107,5117,10.38,2,1,2.0,1,5,779412.0,3.0,2011.0,3.0,13.0,1,92.2,1.0,11,2,43,1,1,36.8,2021,5,4,2012,2,1,4846.0,1939.0,1705.0
57891,12,53,61,6.09,1,1,1.0,0,5,779415.0,2.0,2016.0,2.0,11.0,1,17.98,1.0,5,2,13,1,1,13.28,2021,6,16,2016,7,1,4585.0,1820.0,1685.0
16312,23,35,3778,4.23,1,1,1.0,1,5,779419.0,2.0,2015.0,1.6,31.0,1,19.69,1.0,5,2,25,1,1,10.8,2020,9,7,2016,4,1,4475.0,1850.0,1660.0
34948,44,319,6790,24.59,2,1,2.0,1,5,779416.0,3.0,2008.0,3.7,21.0,1,42.19,1.0,11,2,55,1,1,5.75,2020,9,2,2008,1,1,4750.0,2149.0,1785.0
5084,12,99,1957,2.68,1,6,4.0,0,5,779415.0,2.0,2019.0,1.5,11.0,1,15.89,1.0,1,2,13,1,1,12.89,2021,3,29,2019,11,1,4328.0,1772.0,1605.0
41978,8,108,7917,3.09,5,1,1.0,1,5,779412.0,2.0,2018.0,2.0,7.0,1,25.98,1.0,3,2,10,1,2,17.98,2021,4,30,2018,1,1,4712.0,1839.0,1673.0
15349,42,396,986,13.89,1,9,1.0,1,5,779412.0,3.0,2016.0,2.0,7.0,1,55.8,1.0,3,2,43,1,2,41.7,2021,6,5,2015,6,1,4681.0,1923.0,1624.0
72424,7,166,12451,4.11,1,20,1.0,0,5,779415.0,2.0,2013.0,2.0,11.0,1,18.58,1.0,6,2,7,2,2,9.98,2021,5,25,2014,7,1,4868.0,1830.0,1490.0
13793,16,487,3406,2.3,4,17,4.0,0,5,779415.0,2.0,2017.0,1.5,3.0,1,13.99,1.0,2,2,27,2,2,9.58,2021,7,15,2018,10,1,4582.0,1795.0,1458.0
31116,2,34,6188,10.97,2,17,1.0,1,7,779415.0,2.0,2015.0,2.0,3.0,1,25.88,1.0,3,1,24,1,1,21.32,2020,10,22,2015,12,1,4855.0,1925.0,1720.0
62111,2,285,10943,5.85,1,17,1.0,2,5,779415.0,2.0,2013.0,2.5,3.0,1,20.98,1.0,6,2,2,2,1,14.88,2021,4,26,2017,5,1,4750.0,1795.0,1450.0
6739,4,497,2196,9.95,1,5,1.0,2,5,779411.0,3.0,2014.0,1.6,3.0,1,29.6,1.0,5,2,4,1,1,14.3,2021,5,14,2015,1,1,4107.0,1789.0,1570.0
32045,12,129,6377,0.85,3,1,1.0,1,5,779412.0,2.0,2019.0,1.0,11.0,1,13.98,1.0,2,2,16,2,1,10.58,2020,9,21,2018,10,1,4756.0,1804.0,1509.0
52227,4,4,9536,6.97,4,1,1.0,0,5,779411.0,3.0,2015.0,1.2,3.0,1,21.9,1.0,4,2,4,3,1,12.88,2020,12,9,2015,3,1,3993.0,1727.0,1461.0
3675,89,465,1705,6.87,1,1,2.0,0,5,779414.0,3.0,2014.0,2.0,5.0,1,18.98,1.0,5,2,110,1,1,6.98,2021,4,19,2013,9,1,4522.0,1855.0,1704.0
8955,20,684,2620,3.75,2,1,1.0,3,5,779412.0,2.0,2017.0,3.0,19.0,1,63.98,1.0,6,2,93,2,1,48.5,2020,10,26,2018,2,1,4714.0,1810.0,1431.0
43625,2,34,8191,4.69,1,1,1.0,0,7,779415.0,2.0,2015.0,2.0,3.0,1,29.48,1.0,3,2,24,1,1,26.0,2021,4,19,2016,6,1,4855.0,1925.0,1720.0
12112,15,22,3129,3.97,1,14,1.0,0,5,779413.0,1.0,2016.0,1.5,31.0,1,14.38,1.0,5,2,17,1,2,7.18,2020,5,18,2016,9,1,4510.0,1852.0,1708.0
19085,20,118,4269,0.31,1,1,4.0,0,5,779412.0,2.0,2020.0,2.0,19.0,1,42.28,1.0,3,2,21,1,1,38.8,2020,10,31,2019,10,1,4764.0,1898.0,1642.0
40141,20,118,7644,4.67,5,9,1.0,0,5,779416.0,2.0,2016.0,2.0,19.0,1,42.8,1.0,3,2,21,1,2,29.0,2021,3,23,2016,3,1,4661.0,1898.0,1664.0
21530,47,280,4692,9.69,3,1,3.0,0,5,779414.0,2.0,2006.0,2.0,17.0,1,18.08,1.0,2,2,51,2,2,1.98,2020,10,18,2006,7,1,4802.0,1773.0,1512.0
61821,6,20,10886,6.16,1,5,1.0,1,5,779413.0,1.0,2016.0,1.8,12.0,1,8.78,1.0,5,7,6,1,2,4.18,2021,7,25,2017,1,1,4440.0,1833.0,1560.0
32753,13,310,728,7.4,1,14,1.0,0,7,779416.0,2.0,2014.0,2.4,3.0,1,20.99,1.0,3,2,14,1,1,6.5,2021,3,17,2014,7,1,4673.0,1868.0,1756.0
70275,2,130,12129,19.33,5,20,3.0,2,5,779415.0,2.0,2004.0,1.8,4.0,1,16.98,1.0,2,2,2,2,2,2.0,2020,11,14,2004,9,1,4530.0,1705.0,1490.0
64348,57,214,11300,5.17,5,26,2.0,0,5,779413.0,1.0,2013.0,1.6,6.0,1,6.69,1.0,17,2,63,6,2,2.8,2020,4,14,2013,10,1,4645.0,1695.0,1940.0
16278,23,270,992,9.33,5,1,2.0,1,5,779419.0,2.0,2012.0,2.0,3.0,1,19.58,1.0,5,2,25,1,1,5.89,2021,3,9,2012,6,1,4420.0,1820.0,1690.0
34857,18,175,381,8.9,6,18,2.0,2,5,779412.0,2.0,2013.0,2.0,13.0,1,49.46,1.0,8,2,23,2,2,18.9,2021,1,14,2013,7,1,5039.0,1860.0,1492.0
53341,18,33,9691,9.41,5,17,1.0,0,5,779412.0,2.0,2017.0,2.0,13.0,1,32.59,1.0,6,2,23,2,1,21.66,2021,1,6,2016,11,1,4753.0,1811.0,1455.0
16107,11,186,3751,3.52,1,1,2.0,0,5,779412.0,2.0,2015.0,1.4,31.0,1,28.17,1.0,2,2,12,2,1,13.75,2020,7,4,2015,3,1,4462.0,1796.0,1421.0
49478,3,133,9058,2.85,1,15,1.0,0,5,779412.0,2.0,2020.0,2.0,9.0,1,20.58,1.0,6,2,3,2,1,14.95,2020,12,24,2020,5,1,4873.0,1852.0,1470.0
57759,11,63,338,8.39,6,17,2.0,1,5,779412.0,2.0,2013.0,2.0,2.0,1,30.98,1.0,6,2,12,2,2,13.8,2020,5,19,2012,10,1,4761.0,1826.0,1439.0
66359,12,92,11606,3.06,5,1,1.0,0,5,779412.0,2.0,2017.0,1.5,11.0,1,18.98,1.0,6,2,16,2,1,17.2,2020,12,10,2018,6,1,4893.0,1862.0,1449.0
27883,6,353,5693,14.24,6,17,2.0,0,5,779413.0,1.0,2010.0,1.5,6.0,1,7.58,1.0,2,2,6,3,1,1.3,2020,11,10,2010,11,1,4397.0,1789.0,1470.0
3654,3,559,1699,2.18,1,14,4.0,0,5,779416.0,2.0,2019.0,1.5,11.0,1,13.28,1.0,5,2,100,1,1,9.9799,2021,4,16,2019,10,1,4580.0,1936.0,1674.0
3366,17,406,1639,3.11,1,7,1.0,0,7,779413.0,1.0,2018.0,2.0,3.0,1,14.99,1.0,3,2,19,1,1,12.78,2021,2,4,2019,3,1,4870.0,1940.0,1720.0
2164,8,135,171,0.99,1,4,1.0,1,5,779412.0,2.0,2016.0,1.6,9.0,1,10.39,1.0,4,2,10,3,2,7.18,2020,5,27,2017,9,1,3970.0,1682.0,1462.0
14416,20,255,427,12.86,2,1,2.0,0,6,779412.0,3.0,2010.0,3.5,15.0,1,79.8,1.0,10,2,48,6,2,18.8,2020,4,28,2010,12,1,5157.0,1922.0,1674.0
46209,8,171,303,5.91,2,28,1.0,0,5,779412.0,2.0,2015.0,1.6,6.0,1,10.38,1.0,2,2,10,2,1,4.58,2020,12,10,2015,5,1,4473.0,1706.0,1469.0
73935,15,470,1348,14.81,3,14,3.0,0,5,779413.0,1.0,2013.0,1.6,6.0,1,7.58,1.0,2,2,17,2,1,1.96,2020,10,13,2013,12,1,4570.0,1790.0,1490.0
20818,12,71,4541,11.73,4,1,2.0,1,5,779415.0,2.0,2009.0,1.8,22.0,1,14.98,1.0,2,2,13,2,2,4.45,2020,8,27,2009,11,1,4520.0,1755.0,1450.0
23589,66,312,1195,2.05,1,4,1.0,0,5,779416.0,2.0,2017.0,2.0,13.0,1,29.38,1.0,6,2,75,2,2,18.98,2021,1,4,2019,5,1,4730.0,1824.0,1426.0
4069,23,68,450,6.08,1,21,1.0,1,5,779419.0,2.0,2011.0,1.6,6.0,1,9.98,1.0,2,2,25,2,2,3.5,2021,1,19,2013,6,1,4543.0,1777.0,1490.0
19173,6,483,4294,7.01,1,7,1.0,0,5,779413.0,1.0,2016.0,2.4,3.0,1,13.68,1.0,6,2,6,2,1,7.18,2021,4,14,2016,10,1,4956.0,1861.0,1513.0
63455,7,57,1084,3.57,1,1,2.0,0,5,779415.0,2.0,2014.0,2.0,20.0,1,19.68,1.0,5,2,7,1,1,12.3,2021,5,9,2015,6,1,4643.0,1820.0,1725.0
41544,2,427,1119,12.04,1,7,1.0,2,5,779415.0,3.0,2014.0,2.7,4.0,1,45.1,1.0,11,2,45,1,2,33.98,2021,4,14,2014,8,1,4780.0,1885.0,1845.0
10542,8,83,2838,2.97,6,1,2.0,0,5,779412.0,2.0,2013.0,1.8,16.0,1,25.28,1.0,6,2,8,2,1,14.2,2021,3,30,2014,6,1,4812.0,1855.0,1417.0
11750,11,445,3075,12.23,2,1,2.0,2,5,779412.0,3.0,2011.0,3.0,13.0,1,87.5,1.0,11,2,39,1,1,23.8,2021,6,7,2011,2,1,5089.0,1983.0,1737.0
43922,27,599,8212,0.65,1,1,4.0,1,5,779411.0,2.0,2020.0,2.0,19.0,1,38.28,1.0,3,2,50,1,2,26.8,2021,4,13,2020,4,1,4597.0,1904.0,1727.0
2698,44,181,1556,9.66,4,7,2.0,0,4,779416.0,3.0,2009.0,3.8,4.0,1,47.89,1.0,3,2,55,1,1,16.89,2020,12,25,2010,1,1,4223.0,1873.0,1865.0
27918,38,85,5713,6.09,3,5,2.0,1,5,779421.0,2.0,2012.0,1.4,3.0,1,9.09,1.0,4,2,82,3,2,2.99,2021,6,22,2013,2,1,4003.0,1642.0,1500.0
10883,8,16,514,3.55,1,4,1.0,0,5,779412.0,2.0,2016.0,1.6,3.0,1,13.18,1.0,2,2,8,2,2,7.95,2020,7,9,2016,10,1,4562.0,1793.0,1468.0
30725,7,113,6138,7.47,5,14,2.0,0,5,779415.0,2.0,2009.0,2.0,11.0,1,15.48,1.0,2,2,7,2,2,4.5,2020,5,31,2010,9,1,4665.0,1700.0,1510.0
9627,66,312,612,3.35,1,7,1.0,1,5,779416.0,2.0,2017.0,2.0,13.0,1,27.38,1.0,6,2,75,2,2,18.5,2021,3,18,2018,5,1,4730.0,1824.0,1426.0
60947,20,27,1315,12.95,2,1,2.0,0,5,779412.0,3.0,2014.0,2.0,15.0,1,39.8,1.0,3,2,21,1,2,18.5,2020,5,13,2014,7,1,4528.0,1840.0,1689.0
65699,20,179,11512,8.54,2,1,1.0,0,5,779412.0,3.0,2014.0,3.0,15.0,1,93.8,1.0,16,2,48,2,2,58.55,2021,3,2,2015,3,1,5250.0,1899.0,1494.0
73977,12,21,22,4.36,3,1,1.0,1,5,779415.0,2.0,2016.0,1.5,11.0,1,8.58,1.0,4,2,16,3,2,7.6,2020,7,30,2017,6,1,4065.0,1695.0,1525.0
47717,8,262,8788,2.05,2,1,1.0,1,5,779412.0,2.0,2018.0,1.4,31.0,1,20.19,1.0,2,2,10,2,1,12.8,2020,12,19,2018,1,1,4598.0,1826.0,1425.0
56415,11,15,15,10.18,2,1,1.0,1,5,779412.0,2.0,2018.0,2.5,2.0,1,46.38,1.0,8,2,12,2,1,29.5,2021,3,4,2017,12,1,5036.0,1874.0,1466.0
17370,16,487,3938,8.49,1,28,1.0,1,5,779412.0,2.0,2016.0,1.5,3.0,1,13.89,1.0,2,2,27,2,1,8.28,2020,7,15,2015,9,1,4582.0,1795.0,1458.0
36485,12,71,86,6.34,3,4,1.0,1,5,779415.0,2.0,2016.0,1.5,11.0,1,13.99,1.0,2,2,13,2,1,11.58,2021,6,11,2018,8,1,4649.0,1800.0,1416.0
69016,11,15,844,12.59,2,4,1.0,0,5,779412.0,2.0,2014.0,2.0,2.0,1,40.98,1.0,8,2,12,2,2,20.28,2020,6,30,2015,1,1,5015.0,1874.0,1455.0
62515,18,33,11018,16.5,5,35,3.0,1,5,779412.0,2.0,2007.0,2.0,3.0,1,39.1,1.0,6,2,23,2,2,4.5,2020,12,9,2007,11,1,4520.0,1817.0,1421.0
40376,20,95,7685,3.41,2,14,4.0,0,5,779412.0,2.0,2019.0,1.5,19.0,1,44.88,1.0,8,2,21,2,1,37.8,2021,6,12,2019,4,1,5065.0,1860.0,1490.0
31424,19,26,29,0.64,6,1,4.0,0,5,779412.0,2.0,2019.0,2.0,14.0,1,14.98,3.0,9,2,9,5,2,14.2,2020,9,8,2019,12,1,5410.0,1934.0,1886.0
10356,18,175,2810,13.24,5,1,2.0,1,5,779412.0,2.0,2014.0,2.0,13.0,1,46.66,1.0,8,2,23,2,1,22.3,2021,6,5,2014,6,1,5055.0,1860.0,1491.0
73082,8,101,12566,2.54,7,1,1.0,1,5,779412.0,2.0,2017.0,2.0,31.0,1,24.99,1.0,6,2,8,2,2,18.0,2020,6,11,2017,2,1,4866.0,1832.0,1464.0
52157,7,57,9529,4.6,1,1,1.0,0,5,779415.0,2.0,2017.0,2.0,20.0,1,19.68,1.0,5,2,7,1,1,15.2,2020,7,24,2018,3,1,4675.0,1820.0,1722.0
70656,22,29,1064,1.21,4,8,1.0,0,5,779413.0,1.0,2017.0,1.5,31.0,1,11.78,1.0,2,2,22,4,2,8.68,2020,10,6,2018,8,1,4695.0,1848.0,1462.0
34776,18,175,381,14.25,1,1,2.0,1,5,779412.0,2.0,2013.0,2.0,13.0,1,49.46,1.0,8,2,23,2,1,20.0,2020,12,3,2013,3,1,5039.0,1860.0,1492.0
32021,3,194,6370,13.66,5,17,2.0,4,5,779416.0,2.0,2010.0,1.5,17.0,1,10.29,1.0,4,2,3,3,1,2.6,2021,7,5,2009,12,1,3950.0,1722.0,1467.0
38881,3,210,7415,8.7,6,7,2.0,0,5,779416.0,2.0,2011.0,2.3,3.0,1,17.98,1.0,6,2,3,2,2,5.75,2020,7,11,2012,5,1,4854.0,1886.0,1495.0
21113,27,220,339,5.79,1,8,1.0,0,7,779411.0,2.0,2016.0,2.0,19.0,1,46.8,1.0,3,2,50,1,2,24.68,2021,1,15,2016,12,1,4599.0,1894.0,1724.0
11094,13,771,2949,15.66,5,1,2.0,2,7,779416.0,3.0,2008.0,2.4,21.0,1,26.58,1.0,3,2,97,1,2,3.98,2021,5,26,2008,5,1,4635.0,1870.0,1755.0
45306,8,262,8445,10.2,1,14,1.0,0,5,779412.0,2.0,2015.0,1.8,7.0,1,21.39,1.0,2,2,10,2,1,9.98,2021,4,18,2015,8,1,4598.0,1826.0,1425.0
61065,11,205,1200,3.07,6,1,1.0,1,5,779412.0,2.0,2018.0,1.4,23.0,1,26.56,1.0,5,2,12,1,1,17.2,2021,5,18,2018,1,1,4398.0,1841.0,1591.0
11519,55,686,3029,2.36,1,1,1.0,0,5,779412.0,2.0,2018.0,2.0,2.0,1,35.08,1.0,3,2,70,1,1,25.38,2020,10,8,2019,5,1,4705.0,1903.0,1681.0
43271,12,53,1277,7.08,1,8,1.0,1,5,779415.0,2.0,2015.0,2.4,11.0,1,22.98,1.0,5,2,13,1,2,15.98,2020,8,30,2016,10,1,4585.0,1820.0,1685.0
5344,20,118,1987,6.38,3,1,1.0,0,5,779412.0,2.0,2017.0,2.0,19.0,1,44.5,1.0,3,2,21,1,1,32.18,2021,1,19,2017,6,1,4661.0,1898.0,1664.0
59570,8,101,10531,3.31,2,7,1.0,1,5,779412.0,2.0,2019.0,2.0,31.0,1,22.91,1.0,6,2,8,2,1,18.28,2020,12,20,2018,10,1,4866.0,1832.0,1464.0
32150,11,63,6374,8.13,1,1,2.0,1,5,779412.0,2.0,2010.0,2.0,2.0,1,32.99,1.0,6,2,12,2,1,8.9,2020,10,12,2010,8,1,4763.0,1826.0,1426.0
58822,3,3,900,4.93,2,1,1.0,1,5,779416.0,2.0,2016.0,2.0,3.0,1,24.98,1.0,3,2,3,1,1,15.98,2021,3,20,2017,2,1,4878.0,1925.0,1734.0
9956,16,487,2759,2.32,1,8,1.0,0,5,779412.0,2.0,2017.0,2.0,3.0,1,15.59,1.0,2,2,27,2,1,11.38,2020,2,14,2017,8,1,4582.0,1795.0,1458.0
28315,6,190,281,11.69,6,7,1.0,1,5,779413.0,1.0,2016.0,1.8,3.0,1,13.98,1.0,5,2,6,1,2,7.38,2020,9,3,2017,3,1,4519.0,1831.0,1694.0
21317,26,370,4666,1.18,1,19,1.0,0,5,779413.0,1.0,2014.0,1.8,3.0,1,16.38,1.0,3,2,22,1,1,6.58,2020,8,18,2015,10,1,4676.0,1888.0,1765.0
46255,26,566,8589,4.86,4,9,1.0,0,5,779413.0,1.0,2015.0,1.5,17.0,1,8.99,1.0,2,2,22,2,2,4.3,2021,6,28,2015,12,1,4579.0,1804.0,1490.0
52268,32,139,179,5.38,5,1,1.0,1,5,779415.0,2.0,2016.0,1.5,4.0,1,7.88,1.0,4,2,34,3,1,5.98,2020,10,15,2017,10,1,3765.0,1690.0,1510.0
31154,16,487,6195,3.68,1,19,1.0,0,5,779412.0,2.0,2017.0,1.5,3.0,1,15.09,1.0,2,2,27,2,1,8.9,2020,8,20,2017,1,1,4582.0,1795.0,1458.0
35178,23,68,6832,4.91,5,1,2.0,0,5,779419.0,2.0,2010.0,1.6,6.0,1,10.98,1.0,2,2,25,2,2,2.6,2021,5,9,2010,10,1,4542.0,1775.0,1490.0
50931,23,270,567,4.49,6,1,1.0,1,5,779419.0,2.0,2015.0,2.0,3.0,1,17.68,1.0,5,2,25,1,2,9.7,2020,9,15,2017,1,1,4420.0,1820.0,1690.0
34149,23,198,6723,8.41,1,1,2.0,1,5,779419.0,2.0,2011.0,2.0,3.0,1,20.39,1.0,6,2,25,2,1,6.68,2020,4,21,2012,3,1,4820.0,1835.0,1475.0
62332,4,4,10968,9.71,2,8,2.0,3,4,779411.0,3.0,2011.0,1.6,3.0,1,22.5,1.0,4,2,4,3,2,10.18,2020,9,14,2013,1,1,3723.0,1683.0,1407.0
64319,8,208,11299,2.18,1,1,1.0,0,5,779412.0,2.0,2018.0,1.4,31.0,1,15.49,1.0,2,2,8,3,1,12.98,2020,10,31,2018,7,1,4259.0,1799.0,1452.0
1694,9,111,1376,8.3,6,17,1.0,0,5,779413.0,1.0,2017.0,1.5,7.0,1,13.3,1.0,5,2,9,1,1,7.2,2021,7,1,2018,1,1,4600.0,1860.0,1720.0
6762,47,333,2205,9.75,4,7,2.0,0,5,779414.0,2.0,2015.0,1.6,17.0,1,9.38,1.0,2,2,51,2,1,3.6,2020,8,14,2015,4,1,4427.0,1748.0,1476.0
58776,8,39,10454,7.96,1,17,2.0,1,5,779412.0,2.0,2012.0,1.8,3.0,1,23.38,1.0,5,2,10,1,2,8.28,2020,7,25,2013,3,1,4525.0,1809.0,1685.0
53218,66,256,9682,5.77,5,19,2.0,0,5,779416.0,2.0,2013.0,2.0,3.0,1,34.99,1.0,8,2,75,2,2,12.6,2021,1,30,2012,12,1,5131.0,1852.0,1501.0
25500,2,2,5301,6.45,6,30,1.0,0,5,779415.0,2.0,2016.0,1.8,25.0,2,13.98,1.0,2,2,2,2,1,9.5,2020,11,7,2016,4,1,4630.0,1775.0,1485.0
36826,5,5,291,4.85,1,5,1.0,0,5,779416.0,2.0,2015.0,1.5,3.0,1,9.19,1.0,2,7,5,2,1,4.99,2020,4,30,2016,11,1,4515.0,1725.0,1445.0
56497,8,400,10177,11.53,2,1,2.0,0,5,779412.0,3.0,2014.0,3.0,13.0,1,66.8,1.0,11,2,58,1,1,26.8,2020,4,1,2014,8,1,4795.0,1940.0,1709.0
10302,18,175,2810,7.4,6,1,1.0,0,5,779412.0,2.0,2014.0,2.0,13.0,1,46.66,1.0,8,2,23,2,1,26.2,2021,1,30,2016,4,1,5055.0,1860.0,1491.0
43749,8,208,613,8.43,1,3,1.0,0,5,779412.0,2.0,2016.0,1.4,16.0,1,15.49,1.0,2,2,8,3,1,8.8,2021,6,12,2016,10,1,4255.0,1799.0,1452.0
47243,5,31,8737,3.44,5,1,1.0,0,7,779416.0,2.0,2017.0,2.0,3.0,1,39.99,1.0,10,2,5,6,2,29.5,2021,4,8,2017,3,1,5203.0,1878.0,1805.0
69140,11,15,844,9.76,2,1,1.0,1,5,779412.0,2.0,2014.0,2.0,2.0,1,40.98,1.0,8,2,12,2,1,21.3,2021,5,17,2015,7,1,5015.0,1874.0,1455.0
72827,4,4,12524,4.01,4,23,1.0,0,4,779411.0,3.0,2016.0,1.2,3.0,1,18.88,1.0,4,2,4,3,1,13.98,2021,5,12,2017,9,1,3832.0,1727.0,1447.0
32257,8,16,6411,13.82,4,14,3.0,0,5,779412.0,2.0,2011.0,1.4,31.0,1,14.28,1.0,2,2,8,2,1,3.88,2020,10,3,2011,2,1,4540.0,1775.0,1467.0
66312,55,229,11594,3.11,3,1,4.0,1,5,779415.0,2.0,2018.0,2.0,15.0,1,30.48,1.0,6,2,70,2,1,21.58,2021,7,18,2019,10,1,4867.0,1823.0,1456.0
47096,20,323,8717,8.07,3,20,1.0,2,5,779412.0,3.0,2015.0,1.6,31.0,1,25.2,1.0,2,2,48,3,2,12.66,2021,3,3,2015,2,1,4292.0,1780.0,1433.0
42634,9,241,8017,8.89,2,4,1.0,1,5,779413.0,1.0,2016.0,1.5,9.0,1,11.9,1.0,5,2,9,1,1,6.55,2021,6,2,2016,4,1,4549.0,1835.0,1700.0
4524,2,161,1828,6.39,1,1,1.0,1,7,779415.0,2.0,2016.0,2.7,3.0,1,42.98,1.0,11,2,2,1,2,39.8,2020,4,2,2017,4,1,4780.0,1885.0,1845.0
31622,16,290,6280,5.46,5,3,2.0,1,5,779415.0,2.0,2012.0,2.0,21.0,1,17.98,1.0,6,2,18,2,2,6.3,2020,9,19,2013,5,1,4670.0,1780.0,1435.0
18424,38,504,4145,9.81,1,15,1.0,0,5,779421.0,2.0,2016.0,1.6,6.0,1,9.59,1.0,2,2,82,2,1,4.25,2020,10,8,2016,4,1,4501.0,1706.0,1469.0
14779,11,15,674,13.12,5,17,2.0,1,5,779412.0,2.0,2012.0,2.5,2.0,1,47.26,1.0,8,1,12,2,2,18.8,2020,5,20,2012,7,1,5015.0,1874.0,1455.0
20441,23,68,4511,8.24,2,1,1.0,0,5,779419.0,2.0,2015.0,1.6,6.0,1,10.98,1.0,2,2,25,2,1,4.6,2020,11,6,2015,5,1,4543.0,1777.0,1490.0
53026,16,64,72,5.05,4,13,2.0,0,5,779415.0,3.0,2015.0,2.5,3.0,1,24.58,1.0,5,2,27,1,1,12.8,2020,4,19,2015,7,1,4555.0,1840.0,1710.0
54695,7,166,9922,9.88,2,1,2.0,0,5,779415.0,2.0,2008.0,2.0,11.0,1,19.98,1.0,6,2,7,2,1,5.2,2020,7,29,2010,9,1,4850.0,1795.0,1475.0
54883,12,304,9946,4.87,2,2,1.0,1,5,779415.0,2.0,2017.0,1.5,11.0,1,26.38,1.0,3,2,16,1,1,25.18,2020,3,30,2017,2,1,4816.0,1942.0,1669.0
30334,30,603,6080,4.6,3,13,1.0,2,5,779418.0,2.0,2018.0,2.0,13.0,1,40.68,1.0,8,2,32,2,1,24.0,2021,4,22,2018,1,1,5083.0,1879.0,1450.0
3688,8,14,1693,7.5,5,1,1.0,0,5,779412.0,2.0,2015.0,1.4,31.0,1,17.08,1.0,2,2,8,2,1,8.6,2020,7,17,2016,1,1,4655.0,1780.0,1453.0
66117,71,279,747,2.25,7,2,4.0,0,5,779412.0,2.0,2020.0,2.0,13.0,1,19.88,1.0,2,2,84,2,1,18.98,2021,5,12,2020,1,1,4677.0,1840.0,1461.0
