carid,pushDate,pushPrice,updatePriceTimeJson,pullDate,withdrawDate
42310,2020/10/26,2.2,{},2020/10/28,2020/10/28
71707,2020/7/8,16.88,{"2020-07-15": "16"},2020/7/17,2020/7/17
30208,2020/7/31,19.98,{},2020/8/3,2020/8/3
62697,2020/4/1,17.8,{},2020/5/27,2020/5/27
48465,2020/7/2,7.88,"{""2020-07-07"": ""7.66"", ""2020-07-15"": ""7.56"", ""2020-08-11"": ""7.46""}",2020/9/12,2020/9/12
66260,2020/4/15,12.5,{"2020-04-17": "11.9799"},2020/4/27,2020/4/27
52723,2020/10/31,13.8,"{""2020-11-08"": ""13.2"", ""2020-11-11"": ""12.8"", ""2020-11-12"": ""12.4""}",2020/11/15,2020/11/15
61579,2020/12/29,11.4,{},2021/1/24,2021/1/24
32057,2020/6/12,6.8,"{""2020-06-30"": ""6.5"", ""2020-07-09"": ""6.2"", ""2020-07-10"": ""6.18""}",2020/7/10,2020/7/10
59034,2020/3/30,3.5,{},2020/4/30,2020/4/30
48743,2020/7/24,19.8,{"2020-08-02": "19.6"},2020/8/4,2020/8/4
30921,2020/10/17,26.98,{},2020/10/22,2020/10/22
64288,2021/3/19,2.1,{},2021/3/22,2021/3/22
3601,2020/2/11,36.5,"{""2020-03-14"": ""36.3"", ""2020-03-20"": ""35.5""}",2020/3/28,2020/3/28
59367,2020/5/5,13.5,{"2020-05-06": "13"},2020/5/11,2020/5/11
4046,2020/7/15,6.98,{},2020/9/7,2020/9/7
32010,2020/7/30,23.1,"{""2020-08-05"": ""23"", ""2020-08-12"": ""22.5""}",2020/8/25,2020/8/25
49729,2020/6/21,18.38,{},2020/9/12,2020/9/12
69020,2020/7/17,18.5,{"2020-07-31": "19.2"},2020/8/4,2020/8/4
32790,2021/6/3,5.38,"{""2021-06-11"": ""5.18"", ""2021-06-19"": ""4.98""}",2021/6/19,2021/6/19
72034,2021/5/24,2.65,{},2021/6/21,2021/6/21
18756,2020/2/29,20.5,{"2020-04-18": "19.8"},2020/5/5,2020/5/5
34363,2020/10/13,7.5,{},2020/10/24,2020/10/24
40916,2020/12/5,4.2,{},2020/12/7,2020/12/7
1948,2020/10/17,3.3,{},2020/10/25,2020/10/25
68909,2021/4/7,10.58,{},2021/6/23,2021/6/23
3012,2020/8/23,8.3,{"2020-08-24": "7.78"},2020/8/28,2020/8/28
52600,2021/4/1,8.9,"{""2021-04-02"": ""8.8"", ""2021-04-05"": ""8.4""}",2021/4/10,2021/4/10
51364,2021/5/6,12.8,"{""2021-05-13"": ""12.6"", ""2021-06-16"": ""12.18"", ""2021-07-28"": ""11.88""}",2021/8/5,2021/8/5
25929,2020/6/2,4.8,{"2020-06-05": "4.7"},2020/6/8,2020/6/8
9557,2020/10/27,19.98,{"2020-11-11": "19.5"},2020/11/15,2020/11/15
44347,2020/7/10,4.5,{"2020-08-01": "4.28"},2020/8/28,2020/8/28
9283,2020/10/7,16.8,{},2020/10/15,2020/10/15
1538,2021/5/27,11.8,{"2021-06-08": "11.3"},2021/7/10,2021/7/10
25000,2020/12/5,5.5,{},2020/12/10,2020/12/10
61837,2021/5/23,6.98,{},2021/5/26,2021/5/26
33077,2020/12/6,3.8,{},2020/12/12,2020/12/12
753,2021/7/8,18,"{""2021-07-13"": ""17"", ""2021-07-26"": ""16.3""}",2021/10/12,2021/10/12
32014,2020/6/10,25.3,{"2020-06-12": "24.8"},2020/8/4,2020/8/4
40090,2021/6/13,3.6,"{""2021-06-16"": ""3.5"", ""2021-06-17"": ""3.3""}",2021/7/15,2021/7/15
36885,2020/4/27,4.35,{"2020-05-04": "4.85"},2020/7/15,2020/7/15
4224,2021/1/23,21.8,{},2021/1/25,2021/1/25
23451,2020/9/26,26.5,{"2020-10-13": "25.8"},2020/11/13,2020/11/13
48244,2020/4/20,5.8,{},2020/9/2,2020/9/2
18945,2020/11/6,18,{},2020/11/6,2020/11/6
71838,2020/8/17,14.96,{},2020/8/23,2020/8/23
55558,2020/6/18,26,{},2020/7/4,2020/7/4
47707,2020/5/1,6.38,{},2020/5/5,2020/5/5
57224,2020/10/17,27.5,{},2020/10/20,2020/10/20
47537,2020/3/22,22.8,{},2020/4/27,2020/4/27
706,2021/7/16,16.5,{},2021/8/5,2021/8/5
68388,2020/12/21,3.8,{"2020-12-26": "3.5"},2020/12/28,2020/12/28
34247,2020/11/23,2.99,"{""2020-12-30"": ""2.89"", ""2021-01-14"": ""2.6""}",2021/1/17,2021/1/17
25180,2020/9/27,62,{"2020-10-15": "59.8"},2020/10/18,2020/10/18
13262,2021/5/16,15.65,{},2021/6/9,2021/6/9
12966,2021/5/28,5.2,{"2021-05-30": "4.8"},2021/6/3,2021/6/3
54832,2021/5/14,2.65,{"2021-05-15": "1.98"},2021/5/21,2021/5/21
26286,2020/9/7,17.8,{},2020/9/13,2020/9/13
24380,2021/4/13,15.6,{},2021/5/17,2021/5/17
10496,2021/1/15,15.2,"{""2021-02-28"": ""14.98"", ""2021-03-13"": ""14.58""}",2021/3/15,2021/3/15
52094,2021/6/30,7.38,{},2021/7/2,2021/7/2
63420,2021/1/20,6.8,{},2021/2/23,2021/2/23
1576,2021/5/4,2.38,{},2021/5/12,2021/5/12
4983,2021/7/19,49.9,{},2021/7/19,2021/7/19
31412,2021/2/25,8.3,{"2021-03-17": "8.2"},2021/3/20,2021/3/20
70180,2020/12/22,14.5,{"2021-01-15": "13.98"},2021/1/18,2021/1/18
25031,2021/6/15,1.5,{},2021/8/12,2021/8/12
41014,2021/3/26,5.88,{},2021/4/19,2021/4/19
1885,2020/12/18,15.5,{},2020/12/26,2020/12/26
14436,2021/5/13,29.88,{},2021/5/15,2021/5/15
35338,2020/2/21,16.5,{},2020/3/8,2020/3/8
73864,2021/1/18,2.5,{},2021/1/20,2021/1/20
66646,2020/3/9,7.1,{},2020/4/1,2020/4/1
6519,2021/5/19,5.6,{},2021/7/9,2021/7/9
34104,2020/4/7,9.3,"{""2020-04-10"": ""8.2"", ""2020-04-13"": ""8""}",2020/4/17,2020/4/17
944,2021/7/5,5.45,{},2021/9/27,2021/9/27
47576,2021/1/4,2.4,{},2021/1/16,2021/1/16
15867,2020/8/23,5.88,{},2020/10/9,2020/10/9
14730,2021/5/27,54.6,"{""2021-05-28"": ""52.6"", ""2021-05-29"": ""51.8"", ""2021-06-02"": ""50.6"", ""2021-06-06"": ""51.6"", ""2021-06-09"": ""49.8"", ""2021-06-12"": ""49""}",2021/6/12,2021/6/12
984,2021/6/12,4.58,{"2021-06-19": "4.2"},2021/7/5,2021/7/5
26997,2020/8/30,13.5,{},2020/9/13,2020/9/13
18007,2021/6/30,24.5,{},2021/7/22,2021/7/22
20836,2020/5/2,5.65,{},2020/5/22,2020/5/22
59926,2020/6/23,15.2,{},2020/7/3,2020/7/3
48181,2021/6/5,19.88,{},2021/7/4,2021/7/4
15378,2021/1/3,3.98,{},2021/2/20,2021/2/20
26448,2020/12/14,4.99,{},2021/2/20,2021/2/20
16502,2020/3/30,21.98,{},2020/5/14,2020/5/14
21818,2021/3/14,2.6,{},2021/3/20,2021/3/20
907,2021/6/15,3.7,{},2021/6/23,2021/6/23
16804,2020/3/9,14.5,{},2020/4/11,2020/4/11
63079,2021/7/30,4.98,{},2021/7/30,2021/7/30
57081,2021/1/9,5,{},2021/2/1,2021/2/1
20678,2021/3/17,32.99,{},2021/3/21,2021/3/21
32459,2020/10/12,8.9,{},2020/10/13,2020/10/13
67681,2020/7/23,19.28,{},2020/9/23,2020/9/23
51900,2020/6/22,2.38,{},2020/7/2,2020/7/2
21544,2020/7/12,13.8,{"2020-07-24": "13.2"},2020/7/29,2020/7/29
3978,2020/8/19,15.5,"{""2020-08-24"": ""15.3"", ""2020-08-28"": ""14.98""}",2020/8/31,2020/8/31
58148,2020/3/13,10.8,{},2020/3/14,2020/3/14
17712,2020/5/4,0.68,{},2020/8/16,2020/8/16
44694,2021/1/25,5.68,{"2021-02-24": "5.38"},2021/3/7,2021/3/7
37566,2021/5/5,0.78,{},2021/5/7,2021/5/7
58437,2020/4/4,7.8,"{""2020-04-16"": ""7.6"", ""2020-04-25"": ""7.5""}",2020/5/4,2020/5/4
49527,2020/5/5,65,{"2020-05-10": "64.5"},2020/5/14,2020/5/14
41001,2020/4/26,21,{},2020/5/7,2020/5/7
59242,2021/6/14,5,{},2021/6/17,2021/6/17
29290,2020/7/30,6.69,{},2020/8/9,2020/8/9
24635,2021/1/17,5.38,{"2021-01-18": "4.88"},2021/1/19,2021/1/19
50137,2021/1/24,7.8,{},2021/1/24,2021/1/24
35012,2021/5/9,21.8,{},2021/5/10,2021/5/10
18246,2020/7/21,6.89,{},2020/7/22,2020/7/22
36103,2020/6/11,8.88,"{""2020-06-13"": ""8.6"", ""2020-06-17"": ""8.5"", ""2020-06-19"": ""8.3"", ""2020-06-22"": ""8.2""}",2020/6/23,2020/6/23
25734,2021/1/31,7.8,{},2021/2/21,2021/2/21
10100,2020/5/30,16.8,{},2020/6/6,2020/6/6
10896,2020/11/4,37.82,"{""2020-11-15"": ""36.86"", ""2020-12-15"": ""35.6"", ""2021-01-04"": ""34.56""}",2021/2/20,2021/2/20
47460,2020/3/23,5.5,{},2020/3/31,2020/3/31
39781,2021/3/26,2.2,{"2021-03-27": "1.8"},2021/3/27,2021/3/27
34718,2021/3/12,21,{},2021/3/13,2021/3/13
13076,2021/6/28,11,{"2021-07-06": "10.8"},2021/7/8,2021/7/8
23557,2020/12/14,11.5,{},2021/1/10,2021/1/10
1539,2021/4/13,8,"{""2021-04-21"": ""7.95"", ""2021-05-19"": ""7.58"", ""2021-05-26"": ""7.0""}",2021/6/7,2021/6/7
14431,2020/7/9,27.8,{},2020/7/13,2020/7/13
294,2021/5/13,6.58,{"2021-05-15": "6.28"},2021/6/30,2021/6/30
33007,2021/6/15,9.35,"{""2021-07-25"": ""8.9799"", ""2021-07-26"": ""8.97""}",2021/8/4,2021/8/4
21319,2020/10/13,5.68,{},2020/10/29,2020/10/29
14710,2020/12/20,12.58,{"2020-12-21": "11.9799"},2021/1/4,2021/1/4
595,2021/7/26,7.38,{"2021-07-27": "7.18"},2021/10/15,2021/10/15
61525,2020/8/7,1.6,{},2020/8/10,2020/8/10
6612,2021/5/11,8.6,{},2021/5/19,2021/5/19
69093,2020/6/19,20.5,{},2020/6/20,2020/6/20
31608,2020/9/20,5.34,"{""2020-10-08"": ""5.12"", ""2020-10-10"": ""4.98""}",2020/10/15,2020/10/15
57959,2020/12/24,4.9,{},2020/12/26,2020/12/26
55806,2021/3/25,8.68,{},2021/4/21,2021/4/21
17815,2020/10/25,2.7,{},2021/1/14,2021/1/14
10138,2021/5/29,17.2,{"2021-06-05": "16.8"},2021/6/16,2021/6/16
3787,2020/6/21,12.85,{},2020/7/17,2020/7/17
15753,2020/9/28,10.8,{},2020/9/30,2020/9/30
3320,2021/7/16,2.2,{},2021/7/21,2021/7/21
71758,2020/7/5,4.18,{},2020/8/14,2020/8/14
45378,2020/3/31,95.5,{},2020/4/13,2020/4/13
21617,2020/6/8,10.88,{"2020-06-23": "10.78"},2020/6/24,2020/6/24
66015,2021/7/8,2.9,"{""2021-07-11"": ""2.7"", ""2021-07-30"": ""2.5""}",2021/8/9,2021/8/9
56404,2021/3/15,29.98,{},2021/3/25,2021/3/25
12411,2021/2/26,29.58,{},2021/3/1,2021/3/1
6237,2021/3/9,23.5,{"2021-03-10": "22.98"},2021/3/16,2021/3/16
69812,2021/1/7,3.8,{},2021/1/28,2021/1/28
62051,2020/4/8,3.5,{},2020/4/22,2020/4/22
53791,2020/4/14,6.88,{},2020/4/23,2020/4/23
57283,2020/10/28,13.68,{"2020-11-07": "13.8"},2020/11/16,2020/11/16
7908,2021/6/9,4.48,{},2021/7/8,2021/7/8
60568,2020/1/14,6.2,{},2020/3/23,2020/3/23
34534,2020/8/26,5.5,{},2020/9/1,2020/9/1
32526,2020/7/27,4.5,{},2020/8/1,2020/8/1
13387,2020/6/13,17.5,{},2020/6/26,2020/6/26
10842,2021/3/10,13,{"2021-03-23": "12.99"},2021/3/23,2021/3/23
12784,2020/8/26,10.5,{},2020/8/30,2020/8/30
23543,2021/3/20,2.3,{},2021/3/21,2021/3/21
5192,2021/2/24,12.5,{},2021/3/1,2021/3/1
17762,2021/4/16,4.38,"{""2021-05-06"": ""4.18"", ""2021-05-13"": ""3.98""}",2021/5/27,2021/5/27
5577,2020/8/10,4.5,{},2020/9/27,2020/9/27
18561,2021/1/23,7.68,{"2021-01-29": "7.38"},2021/2/25,2021/2/25
34465,2020/10/11,5.98,{},2020/10/16,2020/10/16
7081,2020/5/15,7.5,{},2020/7/26,2020/7/26
29786,2020/11/20,29.8,{"2020-11-26": "28.8"},2020/12/14,2020/12/14
18419,2020/12/15,4.28,{"2020-12-24": "4"},2021/1/9,2021/1/9
60105,2020/4/5,7.28,{},2020/7/28,2020/7/28
59843,2020/5/18,14,{},2020/7/10,2020/7/10
2210,2021/2/22,1.88,"{""2021-03-18"": ""1.68"", ""2021-04-06"": ""1.48"", ""2021-04-12"": ""1.3""}",2021/4/15,2021/4/15
66601,2020/11/22,19.8,{},2021/1/4,2021/1/4
52367,2021/5/21,12.88,{"2021-05-31": "13.7"},2021/7/1,2021/7/1
540,2021/7/7,3.4,{},2021/7/16,2021/7/16
33866,2020/9/10,2.55,{},2020/9/11,2020/9/11
42373,2020/8/8,8.88,{},2020/11/2,2020/11/2
6569,2020/4/19,4.68,{},2020/4/27,2020/4/27
949,2021/5/14,3.38,{},2021/5/19,2021/5/19
66032,2021/6/2,11,"{""2021-06-03"": ""10.9"", ""2021-06-07"": ""10.7""}",2021/6/11,2021/6/11
58147,2021/4/30,1.98,{},2021/5/8,2021/5/8
53690,2021/5/9,52.8,{},2021/7/16,2021/7/16
44485,2020/6/18,1.88,{},2020/7/19,2020/7/19
48499,2020/9/25,12.6,"{""2020-10-08"": ""12.5"", ""2020-10-19"": ""12""}",2020/10/24,2020/10/24
1449,2021/7/31,15,{},2021/8/20,2021/8/20
1043,2021/6/18,2.94,{},2021/6/30,2021/6/30
12580,2020/6/24,3.08,{},2020/7/18,2020/7/18
32109,2020/12/14,14.68,{},2021/2/6,2021/2/6
70329,2020/10/10,35.5,{},2020/12/4,2020/12/4
48294,2021/6/11,14.68,{},2021/6/24,2021/6/24
16383,2021/2/27,12,{"2021-03-10": "11"},2021/3/15,2021/3/15
1085,2021/6/28,1.5,{"2021-06-29": "1.38"},2021/7/3,2021/7/3
56793,2020/5/4,9.6,"{""2020-05-05"": ""9"", ""2020-05-11"": ""9.3"", ""2020-05-18"": ""10""}",2020/6/21,2020/6/21
70080,2020/11/2,2.98,{},2020/11/18,2020/11/18
52809,2020/7/7,20.5,{},2020/7/12,2020/7/12
56807,2020/4/17,52.5,{},2020/5/4,2020/5/4
72768,2020/9/22,4.5,{},2020/9/22,2020/9/22
2790,2021/3/20,1.38,{"2021-03-28": "1.28"},2021/3/29,2021/3/29
5618,2021/2/5,9.8,{},2021/2/20,2021/2/20
61748,2020/8/20,9.3,{},2020/8/30,2020/8/30
63235,2021/6/2,23.68,{"2021-06-08": "23.2"},2021/6/10,2021/6/10
33973,2020/6/18,6.5,{},2020/7/3,2020/7/3
40139,2020/4/10,8.3,{},2020/4/13,2020/4/13
2838,2020/2/23,14.5,{"2020-03-11": "14.18"},2020/3/22,2020/3/22
32393,2020/9/18,10.8,"{""2020-09-19"": ""8.8"", ""2020-11-14"": ""8.5""}",2020/11/29,2020/11/29
1259,2021/6/11,7.6,{},2021/6/16,2021/6/16
62575,2020/8/8,4.68,{},2020/8/9,2020/8/9
28818,2020/6/13,7.88,{"2020-06-16": "7.78"},2020/6/16,2020/6/16
17911,2021/4/29,16,{},2021/5/15,2021/5/15
58676,2020/12/6,3,{},2020/12/9,2020/12/9
51073,2020/7/15,10.8,{},2020/8/8,2020/8/8
34,2021/6/8,10.65,{},2021/6/10,2021/6/10
11829,2021/1/14,9.68,{"2021-01-20": "9.5"},2021/1/23,2021/1/23
9100,2020/7/21,5.98,"{""2020-07-22"": ""5.88"", ""2020-07-27"": ""5.58""}",2020/8/11,2020/8/11
275,2021/5/21,4.61,{},2021/6/4,2021/6/4
38644,2020/6/6,5,{},2020/6/26,2020/6/26
72571,2021/2/24,4.38,{},2021/2/25,2021/2/25
2352,2021/3/13,18.8,{},2021/3/13,2021/3/13
43217,2020/12/18,8.38,{},2021/1/10,2021/1/10
36117,2021/4/21,2.45,{},2021/4/23,2021/4/23
14148,2020/8/23,6.48,{},2020/8/26,2020/8/26
38809,2020/10/6,4.28,{},2020/10/10,2020/10/10
51117,2021/1/20,3.68,"{""2021-01-26"": ""3.6"", ""2021-01-28"": ""3.88""}",2021/2/7,2021/2/7
63070,2020/8/5,16.8,{},2020/9/4,2020/9/4
32623,2020/10/13,31.5,"{""2020-10-21"": ""31"", ""2020-11-05"": ""30.5""}",2020/11/8,2020/11/8
36941,2020/1/10,17.2,{"2020-01-11": "16.9"},2020/2/7,2020/2/7
55431,2020/9/10,1.88,{"2020-09-16": "1.6"},2020/9/21,2020/9/21
12936,2020/11/13,4.6,{},2020/11/15,2020/11/15
2448,2020/11/25,9.98,{},2020/12/21,2020/12/21
69230,2020/10/24,6.5,{},2020/10/27,2020/10/27
26397,2021/1/23,23.98,{},2021/3/2,2021/3/2
27327,2020/11/5,4.5,{"2020-11-11": "4.15"},2020/11/13,2020/11/13
5312,2020/8/21,32.46,{},2020/8/31,2020/8/31
16519,2021/3/27,21.23,"{""2021-04-02"": ""20.9"", ""2021-04-07"": ""20.5"", ""2021-04-14"": ""20.3""}",2021/4/30,2021/4/30
70017,2021/3/3,15.9,{},2021/3/24,2021/3/24
32220,2021/2/6,0.58,{},2021/2/23,2021/2/23
20169,2020/3/18,25.5,{},2020/3/31,2020/3/31
22311,2020/12/19,6.5,{},2020/12/19,2020/12/19
26785,2021/4/14,9.6,{},2021/4/25,2021/4/25
33062,2020/12/12,1.38,{},2020/12/13,2020/12/13
70125,2020/9/26,3.18,{},2020/10/6,2020/10/6
70164,2020/1/5,5.98,{},2020/1/15,2020/1/15
40098,2021/5/12,9.5,{},2021/6/13,2021/6/13
607,2021/7/26,5.22,{},2021/7/30,2021/7/30
66978,2021/6/24,5.5,{},2021/6/28,2021/6/28
15479,2021/1/7,9.8,{},2021/2/22,2021/2/22
27224,2021/4/30,17,"{""2021-05-19"": ""16.8799"", ""2021-06-24"": ""16.8""}",2021/9/6,2021/9/6
26856,2021/2/27,21.98,{},2021/3/9,2021/3/9
15844,2020/4/20,3.9,{},2020/8/4,2020/8/4
62691,2021/5/4,5.88,{},2021/6/10,2021/6/10
719,2021/5/10,2.3,{"2021-05-22": "1.94"},2021/5/22,2021/5/22
49042,2020/9/2,22.8,{},2020/9/8,2020/9/8
47161,2020/6/14,7.8,{},2020/8/2,2020/8/2
21515,2020/1/10,4.1,{},2020/3/22,2020/3/22
27354,2020/8/6,15.43,{},2020/9/26,2020/9/26
18993,2020/6/10,5.8,"{""2020-06-14"": ""5.6"", ""2020-07-10"": ""5.38""}",2020/7/14,2020/7/14
23448,2020/5/25,3.3,{},2020/5/28,2020/5/28
19831,2020/7/23,28.88,{},2020/7/29,2020/7/29
32808,2020/4/18,15.8,{},2020/4/20,2020/4/20
23828,2020/8/11,10.3,{},2020/8/29,2020/8/29
25195,2020/10/15,8.8,{"2020-10-18": "8.5"},2020/10/29,2020/10/29
72343,2020/12/2,12.2,{"2020-12-03": "11.2"},2020/12/8,2020/12/8
64082,2020/6/26,32.8,"{""2020-07-02"": ""30"", ""2020-07-05"": ""29.8""}",2020/7/6,2020/7/6
1447,2021/7/17,6.4,{},2021/7/26,2021/7/26
1277,2021/6/8,4.14,{},2021/6/8,2021/6/8
61355,2020/6/9,22.5,{},2020/6/12,2020/6/12
10332,2020/5/6,23.9,{},2020/5/11,2020/5/11
70516,2020/9/15,6.6,{},2020/9/29,2020/9/29
46629,2020/7/22,1.95,{},2020/10/16,2020/10/16
1505,2021/7/31,0.74,{},2021/7/31,2021/7/31
38985,2020/9/27,28.8,{},2020/10/11,2020/10/11
61829,2020/12/16,6.44,{"2021-01-15": "5.8"},2021/2/26,2021/2/26
12753,2020/9/3,16.88,{},2020/10/11,2020/10/11
58358,2020/1/3,8.58,{},2020/3/25,2020/3/25
72573,2020/7/6,6,{},2020/7/7,2020/7/7
19416,2021/4/10,10.3,{},2021/4/28,2021/4/28
27086,2020/8/23,4.08,{},2020/9/5,2020/9/5
15602,2021/3/16,21.58,"{""2021-04-11"": ""20.68"", ""2021-04-18"": ""19.8"", ""2021-04-26"": ""19.68"", ""2021-05-19"": ""18.98""}",2021/5/23,2021/5/23
62521,2021/1/25,30.28,{},2021/2/1,2021/2/1
57821,2020/12/5,14.8,{},2020/12/20,2020/12/20
46025,2020/12/22,9.8,{},2020/12/23,2020/12/23
21730,2020/5/23,7.38,{},2020/6/22,2020/6/22
66104,2020/4/18,5.8,{"2020-04-21": "6.2"},2020/4/23,2020/4/23
1350,2021/7/13,8.3,{},2021/8/27,2021/8/27
74136,2021/1/20,13.5,{},2021/1/27,2021/1/27
39555,2021/7/17,6.98,{},2021/7/22,2021/7/22
1249,2021/6/9,8.5,{"2021-06-19": "8.28"},2021/8/3,2021/8/3
950,2021/7/25,2.14,{},2021/7/27,2021/7/27
7998,2020/8/21,21.4,"{""2020-09-22"": ""20.6"", ""2020-09-24"": ""19.9""}",2020/10/6,2020/10/6
17003,2020/4/14,17.8,{},2020/4/21,2020/4/21
72036,2021/7/6,6.15,"{""2021-07-13"": ""6.1"", ""2021-07-30"": ""8.3"", ""2021-07-31"": ""7.9""}",2021/8/14,2021/8/14
64452,2021/6/13,1.98,"{""2021-06-21"": ""1.88"", ""2021-06-22"": ""1.78""}",2021/6/27,2021/6/27
54539,2020/5/11,55.8,"{""2020-05-13"": ""55.7"", ""2020-05-14"": ""55.6"", ""2020-05-15"": ""55.5"", ""2020-05-18"": ""55.45"", ""2020-05-20"": ""55.3"", ""2020-05-26"": ""55""}",2020/6/13,2020/6/13
24483,2021/3/20,10.2,{},2021/3/28,2021/3/28
17863,2020/5/10,52.8,{"2020-05-14": "52.7"},2020/5/17,2020/5/17
44998,2021/6/28,10.5,{"2021-07-09": "10.3"},2021/7/9,2021/7/9
53903,2020/5/25,20.8,{},2020/5/29,2020/5/29
15680,2020/7/30,20.5,{},2020/8/11,2020/8/11
67305,2021/5/12,27.98,{},2021/6/11,2021/6/11
55817,2020/12/12,10.3,{},2020/12/16,2020/12/16
37356,2021/4/27,19.2,{},2021/4/27,2021/4/27
39234,2020/6/12,48,"{""2020-06-25"": ""46.5"", ""2020-06-29"": ""45.5"", ""2020-07-03"": ""45"", ""2020-07-07"": ""44.5""}",2020/7/11,2020/7/11
68123,2021/7/27,7.9,{},2021/8/19,2021/8/19
1455,2021/5/30,3.35,{},2021/6/3,2021/6/3
61290,2021/1/2,4.48,{"2021-01-14": "4.4"},2021/1/20,2021/1/20
46124,2021/4/17,4.8,{},2021/8/17,2021/8/17
220,2021/3/23,13.58,{"2021-04-17": "13.14"},2021/4/20,2021/4/20
7159,2021/6/13,26,"{""2021-06-25"": ""25.8"", ""2021-07-01"": ""25.5""}",2021/7/2,2021/7/2
33378,2020/7/15,5.6,{},2020/7/20,2020/7/20
72831,2020/8/22,3,{},2020/9/9,2020/9/9
41953,2021/7/27,17.8,{},2021/8/29,2021/8/29
46630,2020/10/13,1.5,{},2020/10/25,2020/10/25
20396,2020/12/16,5,"{""2020-12-20"": ""4.88"", ""2020-12-21"": ""4.7"", ""2020-12-25"": ""4.6"", ""2021-01-06"": ""4.5""}",2021/1/14,2021/1/14
17436,2021/1/28,5.6,{},2021/3/12,2021/3/12
3496,2020/7/3,8.2,"{""2020-07-21"": ""7.9"", ""2020-07-25"": ""7.5""}",2020/8/7,2020/8/7
67970,2021/5/26,7.2,{},2021/5/29,2021/5/29
15243,2021/5/14,1.8,{},2021/5/15,2021/5/15
13742,2021/1/3,8.18,{},2021/1/13,2021/1/13
44585,2020/5/13,56,{"2020-05-27": "55.8"},2020/6/2,2020/6/2
68556,2020/9/14,19.88,{},2020/10/12,2020/10/12
29708,2020/6/18,7.2,{},2020/6/26,2020/6/26
44653,2021/5/1,4,{},2021/5/1,2021/5/1
47596,2020/6/13,6.38,{"2020-07-31": "5.6"},2020/8/20,2020/8/20
5384,2020/11/11,14.8,{"2020-11-16": "14.45"},2020/11/18,2020/11/18
43324,2020/11/27,2.68,{},2020/12/6,2020/12/6
39986,2021/3/5,8.8,{},2021/3/15,2021/3/15
50839,2020/8/22,24,{},2020/8/24,2020/8/24
24855,2020/10/24,27.8,{"2020-10-27": "26.98"},2020/10/30,2020/10/30
1937,2020/4/6,3.65,{},2020/4/29,2020/4/29
40071,2020/5/22,3.8,{"2020-06-05": "3.7"},2020/6/12,2020/6/12
18902,2021/4/28,3,{"2021-04-29": "2.68"},2021/4/30,2021/4/30
53603,2021/4/28,4.85,{},2021/4/29,2021/4/29
43933,2020/7/26,13.98,{},2020/7/28,2020/7/28
14388,2020/7/5,11.38,{},2020/7/21,2020/7/21
43708,2020/11/13,11.88,{"2020-12-03": "11"},2020/12/16,2020/12/16
28616,2020/5/6,2.18,{},2020/5/8,2020/5/8
15068,2020/12/6,8.3,{"2020-12-22": "8.2"},2021/2/2,2021/2/2
45293,2021/4/6,19.3,{"2021-04-07": "18.8"},2021/5/3,2021/5/3
17924,2020/9/9,15.28,{},2020/9/11,2020/9/11
3486,2020/11/6,25.5,{},2020/11/8,2020/11/8
73823,2020/9/5,4.88,{},2020/9/20,2020/9/20
25820,2020/4/2,9.9,{},2020/7/8,2020/7/8
47936,2021/3/5,49.8,{"2021-03-07": "48"},2021/3/10,2021/3/10
71118,2020/12/9,10.8,{},2021/5/15,2021/5/15
20071,2020/6/29,44.5,{},2020/7/2,2020/7/2
39041,2020/4/29,21.6,{},2020/8/23,2020/8/23
59880,2020/9/26,22,{"2020-09-28": "20.8"},2020/10/3,2020/10/3
450,2021/7/13,12,{},2021/8/13,2021/8/13
6453,2020/2/25,7.5,{},2020/2/26,2020/2/26
3693,2021/2/27,7.48,{},2021/2/28,2021/2/28
1026,2021/7/14,10.2999,{},2021/9/14,2021/9/14
44342,2020/10/1,4.5,{},2020/10/5,2020/10/5
71502,2021/5/28,8.5,{},2021/5/29,2021/5/29
56629,2021/4/9,11.58,"{""2021-04-14"": ""9.8"", ""2021-04-23"": ""10.8""}",2021/5/3,2021/5/3
26998,2020/6/10,14.5,{},2020/6/22,2020/6/22
12952,2020/9/19,7.2,{},2020/9/22,2020/9/22
73973,2020/3/27,6.9,{},2020/4/21,2020/4/21
70119,2020/10/24,1.78,{},2020/11/12,2020/11/12
56306,2020/5/14,7.58,{},2020/5/25,2020/5/25
52167,2021/2/22,14.5,{},2021/2/23,2021/2/23
65107,2020/4/21,38.8,{},2020/5/26,2020/5/26
51676,2021/6/7,2.2,{},2021/6/9,2021/6/9
21275,2021/3/25,2.38,{},2021/4/12,2021/4/12
18667,2021/7/17,18.8,{"2021-07-19": "18"},2021/7/21,2021/7/21
8284,2020/9/24,2.88,{"2020-10-10": "2.48"},2020/10/12,2020/10/12
37440,2020/9/9,7.5,{},2020/9/19,2020/9/19
34837,2021/3/24,21.3,{},2021/3/30,2021/3/30
24105,2020/11/8,7.5,{},2020/11/11,2020/11/11
12162,2021/3/23,18.8,{"2021-04-01": "17.98"},2021/4/6,2021/4/6
6242,2020/5/4,22,{"2020-05-05": "21.5"},2020/5/7,2020/5/7
1618,2021/5/7,5.8,{},2021/5/8,2021/5/8
14846,2020/10/22,8.28,{},2020/11/2,2020/11/2
1882,2021/5/6,5.98,{},2021/5/7,2021/5/7
63143,2020/7/23,42,{},2020/8/31,2020/8/31
